chr1	228	0.00
chr1	227	0.00
chr1	226	0.00
chr1	225	0.00
chr1	224	0.00
chr1	223	0.00
chr1	222	0.00
chr1	221	0.00
chr1	220	0.00
chr1	219	0.00
chr1	218	0.00
chr1	217	0.00
chr1	216	0.00
chr1	215	0.00
chr1	214	0.00
chr1	213	0.00
chr1	212	0.00
chr1	211	0.00
chr1	210	0.00
chr1	209	0.00
chr1	208	0.00
chr1	207	0.00
chr1	206	0.00
chr1	205	0.00
chr1	204	0.00
chr1	203	0.00
chr1	202	0.00
chr1	201	0.00
chr1	200	0.00
chr1	199	0.00
chr1	198	0.00
chr1	197	0.00
chr1	196	0.00
chr1	195	0.00
chr1	194	0.00
chr1	193	0.00
chr1	192	0.00
chr1	191	0.00
chr1	190	0.00
chr1	189	0.00
chr1	188	0.00
chr1	187	0.00
chr1	186	0.00
chr1	185	0.00
chr1	184	0.00
chr1	183	0.00
chr1	182	0.00
chr1	181	0.00
chr1	180	0.00
chr1	179	0.00
chr1	178	0.00
chr1	177	0.00
chr1	176	0.00
chr1	175	0.00
chr1	174	0.00
chr1	173	0.00
chr1	172	0.00
chr1	171	0.00
chr1	170	0.00
chr1	169	0.00
chr1	168	0.00
chr1	167	0.00
chr1	166	0.00
chr1	165	0.00
chr1	164	0.00
chr1	163	0.00
chr1	162	0.00
chr1	161	0.00
chr1	160	0.00
chr1	159	0.00
chr1	158	0.00
chr1	157	0.00
chr1	156	0.00
chr1	155	0.00
chr1	154	0.00
chr1	153	0.00
chr1	152	0.00
chr1	151	0.00
chr1	150	0.00
chr1	149	0.00
chr1	148	0.00
chr1	147	0.00
chr1	146	0.00
chr1	145	0.00
chr1	144	0.00
chr1	143	0.00
chr1	142	0.00
chr1	141	0.00
chr1	140	0.00
chr1	139	0.00
chr1	138	0.00
chr1	137	0.00
chr1	136	0.00
chr1	135	0.00
chr1	134	0.00
chr1	133	0.00
chr1	132	0.00
chr1	131	0.00
chr1	130	0.00
chr1	129	0.00
chr1	128	0.00
chr1	127	0.00
chr1	126	0.00
chr1	125	0.01
chr1	124	0.01
chr1	123	0.01
chr1	122	0.01
chr1	121	0.01
chr1	120	0.01
chr1	119	0.02
chr1	118	0.02
chr1	117	0.02
chr1	116	0.02
chr1	115	0.03
chr1	114	0.03
chr1	113	0.04
chr1	112	0.04
chr1	111	0.05
chr1	110	0.05
chr1	109	0.06
chr1	108	0.07
chr1	107	0.08
chr1	106	0.08
chr1	105	0.10
chr1	104	0.11
chr1	103	0.12
chr1	102	0.13
chr1	101	0.14
chr1	100	0.15
chr1	99	0.17
chr1	98	0.18
chr1	97	0.19
chr1	96	0.21
chr1	95	0.22
chr1	94	0.23
chr1	93	0.25
chr1	92	0.26
chr1	91	0.28
chr1	90	0.29
chr1	89	0.31
chr1	88	0.32
chr1	87	0.33
chr1	86	0.34
chr1	85	0.36
chr1	84	0.37
chr1	83	0.38
chr1	82	0.39
chr1	81	0.40
chr1	80	0.41
chr1	79	0.42
chr1	78	0.43
chr1	77	0.44
chr1	76	0.45
chr1	75	0.46
chr1	74	0.47
chr1	73	0.48
chr1	72	0.50
chr1	71	0.51
chr1	70	0.53
chr1	69	0.54
chr1	68	0.56
chr1	67	0.58
chr1	66	0.60
chr1	65	0.62
chr1	64	0.64
chr1	63	0.66
chr1	62	0.68
chr1	61	0.70
chr1	60	0.73
chr1	59	0.75
chr1	58	0.77
chr1	57	0.80
chr1	56	0.82
chr1	55	0.84
chr1	54	0.86
chr1	53	0.88
chr1	52	0.90
chr1	51	0.91
chr1	50	0.93
chr1	49	0.94
chr1	48	0.95
chr1	47	0.96
chr1	46	0.96
chr1	45	0.97
chr1	44	0.98
chr1	43	0.98
chr1	42	0.98
chr1	41	0.99
chr1	40	0.99
chr1	39	0.99
chr1	38	0.99
chr1	37	0.99
chr1	36	0.99
chr1	35	0.99
chr1	34	0.99
chr1	33	0.99
chr1	32	0.99
chr1	31	0.99
chr1	30	0.99
chr1	29	1.00
chr1	28	1.00
chr1	27	1.00
chr1	26	1.00
chr1	25	1.00
chr1	24	1.00
chr1	23	1.00
chr1	22	1.00
chr1	21	1.00
chr1	20	1.00
chr1	19	1.00
chr1	18	1.00
chr1	17	1.00
chr1	16	1.00
chr1	15	1.00
chr1	14	1.00
chr1	13	1.00
chr1	12	1.00
chr1	11	1.00
chr1	10	1.00
chr1	9	1.00
chr1	8	1.00
chr1	7	1.00
chr1	6	1.00
chr1	5	1.00
chr1	4	1.00
chr1	3	1.00
chr1	2	1.00
chr1	1	1.00
chr1	0	1.00
chr2	117	0.00
chr2	116	0.00
chr2	115	0.00
chr2	114	0.00
chr2	113	0.00
chr2	112	0.00
chr2	111	0.00
chr2	110	0.00
chr2	109	0.01
chr2	108	0.01
chr2	107	0.01
chr2	106	0.01
chr2	105	0.01
chr2	104	0.02
chr2	103	0.02
chr2	102	0.02
chr2	101	0.03
chr2	100	0.03
chr2	99	0.04
chr2	98	0.05
chr2	97	0.06
chr2	96	0.07
chr2	95	0.08
chr2	94	0.09
chr2	93	0.11
chr2	92	0.12
chr2	91	0.14
chr2	90	0.16
chr2	89	0.19
chr2	88	0.22
chr2	87	0.24
chr2	86	0.28
chr2	85	0.31
chr2	84	0.34
chr2	83	0.37
chr2	82	0.40
chr2	81	0.44
chr2	80	0.47
chr2	79	0.51
chr2	78	0.54
chr2	77	0.58
chr2	76	0.61
chr2	75	0.65
chr2	74	0.68
chr2	73	0.71
chr2	72	0.74
chr2	71	0.77
chr2	70	0.80
chr2	69	0.83
chr2	68	0.85
chr2	67	0.87
chr2	66	0.89
chr2	65	0.90
chr2	64	0.92
chr2	63	0.93
chr2	62	0.94
chr2	61	0.95
chr2	60	0.96
chr2	59	0.96
chr2	58	0.97
chr2	57	0.97
chr2	56	0.97
chr2	55	0.98
chr2	54	0.98
chr2	53	0.98
chr2	52	0.98
chr2	51	0.99
chr2	50	0.99
chr2	49	0.99
chr2	48	0.99
chr2	47	0.99
chr2	46	0.99
chr2	45	0.99
chr2	44	0.99
chr2	43	0.99
chr2	42	0.99
chr2	41	0.99
chr2	40	0.99
chr2	39	0.99
chr2	38	0.99
chr2	37	0.99
chr2	36	0.99
chr2	35	0.99
chr2	34	0.99
chr2	33	0.99
chr2	32	0.99
chr2	31	1.00
chr2	30	1.00
chr2	29	1.00
chr2	28	1.00
chr2	27	1.00
chr2	26	1.00
chr2	25	1.00
chr2	24	1.00
chr2	23	1.00
chr2	22	1.00
chr2	21	1.00
chr2	20	1.00
chr2	19	1.00
chr2	18	1.00
chr2	17	1.00
chr2	16	1.00
chr2	15	1.00
chr2	14	1.00
chr2	13	1.00
chr2	12	1.00
chr2	11	1.00
chr2	10	1.00
chr2	9	1.00
chr2	8	1.00
chr2	7	1.00
chr2	6	1.00
chr2	5	1.00
chr2	4	1.00
chr2	3	1.00
chr2	2	1.00
chr2	1	1.00
chr2	0	1.00
chr3	124	0.00
chr3	123	0.00
chr3	122	0.00
chr3	121	0.00
chr3	120	0.00
chr3	119	0.00
chr3	118	0.00
chr3	117	0.00
chr3	116	0.00
chr3	115	0.00
chr3	114	0.00
chr3	113	0.00
chr3	112	0.00
chr3	111	0.00
chr3	110	0.00
chr3	109	0.00
chr3	108	0.01
chr3	107	0.01
chr3	106	0.01
chr3	105	0.01
chr3	104	0.01
chr3	103	0.02
chr3	102	0.02
chr3	101	0.03
chr3	100	0.03
chr3	99	0.04
chr3	98	0.05
chr3	97	0.05
chr3	96	0.06
chr3	95	0.07
chr3	94	0.08
chr3	93	0.09
chr3	92	0.11
chr3	91	0.12
chr3	90	0.13
chr3	89	0.15
chr3	88	0.17
chr3	87	0.19
chr3	86	0.22
chr3	85	0.24
chr3	84	0.27
chr3	83	0.30
chr3	82	0.34
chr3	81	0.38
chr3	80	0.41
chr3	79	0.45
chr3	78	0.49
chr3	77	0.53
chr3	76	0.57
chr3	75	0.61
chr3	74	0.64
chr3	73	0.68
chr3	72	0.71
chr3	71	0.74
chr3	70	0.77
chr3	69	0.80
chr3	68	0.83
chr3	67	0.85
chr3	66	0.87
chr3	65	0.89
chr3	64	0.90
chr3	63	0.91
chr3	62	0.93
chr3	61	0.94
chr3	60	0.95
chr3	59	0.95
chr3	58	0.96
chr3	57	0.97
chr3	56	0.97
chr3	55	0.97
chr3	54	0.98
chr3	53	0.98
chr3	52	0.98
chr3	51	0.98
chr3	50	0.99
chr3	49	0.99
chr3	48	0.99
chr3	47	0.99
chr3	46	0.99
chr3	45	0.99
chr3	44	0.99
chr3	43	0.99
chr3	42	0.99
chr3	41	0.99
chr3	40	0.99
chr3	39	0.99
chr3	38	0.99
chr3	37	0.99
chr3	36	0.99
chr3	35	0.99
chr3	34	0.99
chr3	33	1.00
chr3	32	1.00
chr3	31	1.00
chr3	30	1.00
chr3	29	1.00
chr3	28	1.00
chr3	27	1.00
chr3	26	1.00
chr3	25	1.00
chr3	24	1.00
chr3	23	1.00
chr3	22	1.00
chr3	21	1.00
chr3	20	1.00
chr3	19	1.00
chr3	18	1.00
chr3	17	1.00
chr3	16	1.00
chr3	15	1.00
chr3	14	1.00
chr3	13	1.00
chr3	12	1.00
chr3	11	1.00
chr3	10	1.00
chr3	9	1.00
chr3	8	1.00
chr3	7	1.00
chr3	6	1.00
chr3	5	1.00
chr3	4	1.00
chr3	3	1.00
chr3	2	1.00
chr3	1	1.00
chr3	0	1.00
chr4	117	0.00
chr4	116	0.00
chr4	115	0.00
chr4	114	0.00
chr4	113	0.00
chr4	112	0.00
chr4	111	0.00
chr4	110	0.00
chr4	109	0.00
chr4	108	0.00
chr4	107	0.01
chr4	106	0.01
chr4	105	0.01
chr4	104	0.01
chr4	103	0.01
chr4	102	0.02
chr4	101	0.02
chr4	100	0.03
chr4	99	0.03
chr4	98	0.04
chr4	97	0.05
chr4	96	0.06
chr4	95	0.07
chr4	94	0.08
chr4	93	0.09
chr4	92	0.11
chr4	91	0.13
chr4	90	0.15
chr4	89	0.18
chr4	88	0.20
chr4	87	0.23
chr4	86	0.26
chr4	85	0.30
chr4	84	0.33
chr4	83	0.37
chr4	82	0.41
chr4	81	0.44
chr4	80	0.48
chr4	79	0.52
chr4	78	0.55
chr4	77	0.59
chr4	76	0.62
chr4	75	0.65
chr4	74	0.68
chr4	73	0.71
chr4	72	0.74
chr4	71	0.77
chr4	70	0.79
chr4	69	0.81
chr4	68	0.84
chr4	67	0.86
chr4	66	0.87
chr4	65	0.89
chr4	64	0.90
chr4	63	0.91
chr4	62	0.92
chr4	61	0.93
chr4	60	0.94
chr4	59	0.94
chr4	58	0.95
chr4	57	0.95
chr4	56	0.96
chr4	55	0.96
chr4	54	0.96
chr4	53	0.97
chr4	52	0.97
chr4	51	0.97
chr4	50	0.97
chr4	49	0.97
chr4	48	0.97
chr4	47	0.97
chr4	46	0.97
chr4	45	0.98
chr4	44	0.98
chr4	43	0.98
chr4	42	0.98
chr4	41	0.98
chr4	40	0.98
chr4	39	0.98
chr4	38	0.98
chr4	37	0.98
chr4	36	0.98
chr4	35	0.98
chr4	34	0.98
chr4	33	0.98
chr4	32	0.98
chr4	31	0.99
chr4	30	0.99
chr4	29	0.99
chr4	28	0.99
chr4	27	0.99
chr4	26	0.99
chr4	25	0.99
chr4	24	0.99
chr4	23	0.99
chr4	22	0.99
chr4	21	0.99
chr4	20	0.99
chr4	19	0.99
chr4	18	0.99
chr4	17	0.99
chr4	16	0.99
chr4	15	0.99
chr4	14	0.99
chr4	13	1.00
chr4	12	1.00
chr4	11	1.00
chr4	10	1.00
chr4	9	1.00
chr4	8	1.00
chr4	7	1.00
chr4	6	1.00
chr4	5	1.00
chr4	4	1.00
chr4	3	1.00
chr4	2	1.00
chr4	1	1.00
chr4	0	1.00
chr5	120	0.00
chr5	119	0.00
chr5	118	0.00
chr5	117	0.00
chr5	116	0.00
chr5	115	0.00
chr5	114	0.00
chr5	113	0.00
chr5	112	0.00
chr5	111	0.00
chr5	110	0.00
chr5	109	0.00
chr5	108	0.01
chr5	107	0.01
chr5	106	0.01
chr5	105	0.01
chr5	104	0.01
chr5	103	0.02
chr5	102	0.02
chr5	101	0.03
chr5	100	0.03
chr5	99	0.04
chr5	98	0.05
chr5	97	0.06
chr5	96	0.07
chr5	95	0.08
chr5	94	0.10
chr5	93	0.11
chr5	92	0.13
chr5	91	0.15
